Time [s], Analyzer Name, Decoded Protocol Result
1.040972875000000,SPI,MOSI: 0xFFFF
1.057614833333333,SPI,MOSI: 0xFFFF
1.074256750000000,SPI,MOSI: 0xFFFF
1.090886791666667,SPI,MOSI: 0xFFFF
1.107528750000000,SPI,MOSI: 0xFFFF
1.124170708333333,SPI,MOSI: 0xFFFF
1.140812666666667,SPI,MOSI: 0xFFFF
1.157454625000000,SPI,MOSI: 0xFFFF
1.174096583333333,SPI,MOSI: 0xFFFF
1.190738541666667,SPI,MOSI: 0xFFFF
1.207380500000000,SPI,MOSI: 0xFFFF
1.224022458333333,SPI,MOSI: 0xFFFF
1.240664416666667,SPI,MOSI: 0xFFFF
1.257306375000000,SPI,MOSI: 0xFFFF
1.273948333333333,SPI,MOSI: 0xFFFF
1.290590291666667,SPI,MOSI: 0xFFFF
1.307232208333333,SPI,MOSI: 0xFFFF
1.323874166666667,SPI,MOSI: 0xFFFF
1.340516125000000,SPI,MOSI: 0xFFFF
1.357158083333333,SPI,MOSI: 0xFFFF
1.373800041666667,SPI,MOSI: 0xFFFF
1.390442000000000,SPI,MOSI: 0xFFFF
1.407083958333333,SPI,MOSI: 0xFFFF
1.423725916666667,SPI,MOSI: 0xFFFF
1.440367875000000,SPI,MOSI: 0xFFFF
1.457009833333333,SPI,MOSI: 0xFFFF
1.473651791666667,SPI,MOSI: 0xFFFF
1.490293750000000,SPI,MOSI: 0xFFFF
1.506935708333333,SPI,MOSI: 0xFFFF
1.523565750000000,SPI,MOSI: 0xFFFF
1.540207708333333,SPI,MOSI: 0xFFFF
1.556849666666667,SPI,MOSI: 0xFFFF
1.573491583333333,SPI,MOSI: 0xFFFF
1.590133541666667,SPI,MOSI: 0xFFFF
1.606775500000000,SPI,MOSI: 0xFFFF
1.623417458333333,SPI,MOSI: 0xFFFF
1.640059416666667,SPI,MOSI: 0xFFFF
1.656701375000000,SPI,MOSI: 0xFFFF
1.673343333333333,SPI,MOSI: 0xFFFF
1.689985291666667,SPI,MOSI: 0xFFFF
1.706627250000000,SPI,MOSI: 0xFFFF
1.723269208333333,SPI,MOSI: 0xFFFF
1.739911166666667,SPI,MOSI: 0xFFFF
